"year","zone","school","ratio"
"2009-2010","S01002253","Primary","94.4"
"2003-2004","S01002253","Primary","95.39"
"2004-2005","S01002253","Primary","93.02"
"2005-2006","S01002253","Primary","93.02"
"2006-2007","S01002253","Primary","94.81"
"2007-2008","S01002253","Primary","94.77"
"2009-2010","S01002254","Secondary","83.92"
"2004-2005","S01002254","Secondary","83.73"
"2005-2006","S01002254","Secondary","83.73"
"2008-2009","S01002254","Secondary","87.3"
"2006-2007","S01002254","Secondary","91.27"
"2010-2011","S01002254","Secondary","89.8"
"2007-2008","S01002254","Secondary",86
"2003-2004","S01002254","Secondary","82.6"
"2010-2011","S01002254","Primary","91.44"
"2008-2009","S01002254","Primary","94.14"
"2009-2010","S01002254","Primary","91.03"
"2003-2004","S01002254","Primary","88.72"
"2004-2005","S01002254","Primary","91.35"
"2005-2006","S01002254","Primary","91.35"
"2006-2007","S01002254","Primary","92.23"
"2007-2008","S01002254","Primary","90.21"
"2009-2010","S01002255","Secondary","88.16"
"2004-2005","S01002255","Secondary","85.9"
"2005-2006","S01002255","Secondary","85.9"
"2008-2009","S01002255","Secondary","88.56"
"2006-2007","S01002255","Secondary","88.44"
"2010-2011","S01002255","Secondary","87.69"
"2007-2008","S01002255","Secondary","91.38"
"2003-2004","S01002255","Secondary","86.36"
"2010-2011","S01002255","Primary","94.39"
"2008-2009","S01002255","Primary","93.85"
"2009-2010","S01002255","Primary","95.34"
"2003-2004","S01002255","Primary","92.06"
"2004-2005","S01002255","Primary","92.25"
"2005-2006","S01002255","Primary","92.25"
"2006-2007","S01002255","Primary","95.12"
"2007-2008","S01002255","Primary","94.62"
"2009-2010","S01002256","Secondary","91.09"
"2004-2005","S01002256","Secondary","86.92"
"2005-2006","S01002256","Secondary","86.92"
"2008-2009","S01002256","Secondary","93.74"
"2006-2007","S01002256","Secondary","94.08"
"2010-2011","S01002256","Secondary","93.97"
"2007-2008","S01002256","Secondary","91.54"
"2003-2004","S01002256","Secondary","91.46"
"2010-2011","S01002256","Primary","95.48"
"2008-2009","S01002256","Primary","95.77"
"2009-2010","S01002256","Primary","95.26"
"2003-2004","S01002256","Primary","94.81"
"2004-2005","S01002256","Primary","94.91"
"2005-2006","S01002256","Primary","94.91"
"2006-2007","S01002256","Primary","96.95"
"2007-2008","S01002256","Primary","95.2"
"2009-2010","S01002257","Secondary","91.77"
"2004-2005","S01002257","Secondary","94.18"
"2005-2006","S01002257","Secondary","94.18"
"2008-2009","S01002257","Secondary","92.7"
"2006-2007","S01002257","Secondary","94.18"
"2010-2011","S01002257","Secondary","92.89"
"2007-2008","S01002257","Secondary","94.83"
"2003-2004","S01002257","Secondary","92.77"
"2010-2011","S01002257","Primary","94.14"
"2008-2009","S01002257","Primary","94.74"
"2009-2010","S01002257","Primary","94.3"
"2003-2004","S01002257","Primary","95.05"
"2004-2005","S01002257","Primary","95.71"
"2005-2006","S01002257","Primary","95.71"
"2006-2007","S01002257","Primary","96.15"
"2007-2008","S01002257","Primary","96.29"
"2009-2010","S01002258","Secondary","87.96"
"2004-2005","S01002258","Secondary","87.48"
"2005-2006","S01002258","Secondary","87.48"
"2008-2009","S01002258","Secondary","87.86"
"2006-2007","S01002258","Secondary","86.46"
"2010-2011","S01002258","Secondary","86.12"
"2007-2008","S01002258","Secondary","87.82"
"2003-2004","S01002258","Secondary","88.66"
"2010-2011","S01002258","Primary","91.78"
"2008-2009","S01002258","Primary","92.2"
"2009-2010","S01002258","Primary","93.95"
"2003-2004","S01002258","Primary","91.35"
"2004-2005","S01002258","Primary","91.5"
"2005-2006","S01002258","Primary","91.5"
"2006-2007","S01002258","Primary","93.93"
"2007-2008","S01002258","Primary","92.31"
"2009-2010","S01002259","Secondary","91.64"
"2004-2005","S01002259","Secondary","93.83"
"2005-2006","S01002259","Secondary","93.83"
"2008-2009","S01002259","Secondary","92.25"
"2006-2007","S01002259","Secondary","93.41"
"2010-2011","S01002259","Secondary","92.44"
"2007-2008","S01002259","Secondary","91.17"
"2003-2004","S01002259","Secondary","95.5"
"2010-2011","S01002259","Primary","91.76"
"2008-2009","S01002259","Primary","94.73"
"2009-2010","S01002259","Primary","93.46"
"2003-2004","S01002259","Primary","95.01"
"2004-2005","S01002259","Primary","94.84"
"2005-2006","S01002259","Primary","94.84"
"2006-2007","S01002259","Primary","95.1"
"2007-2008","S01002259","Primary","94.23"
"2009-2010","S01002260","Secondary","95.57"
"2004-2005","S01002260","Secondary","95.49"
"2005-2006","S01002260","Secondary","95.49"
"2008-2009","S01002260","Secondary","93.41"
"2006-2007","S01002260","Secondary","96.48"
"2010-2011","S01002260","Secondary","93.55"
"2007-2008","S01002260","Secondary","95.19"
"2003-2004","S01002260","Secondary","95.79"
"2010-2011","S01002260","Primary","97.52"
"2008-2009","S01002260","Primary","96.42"
"2009-2010","S01002260","Primary","96.9"
"2003-2004","S01002260","Primary","97.64"
"2004-2005","S01002260","Primary","97.88"
"2005-2006","S01002260","Primary","97.88"
"2006-2007","S01002260","Primary","97.95"
"2007-2008","S01002260","Primary","97.32"
"2009-2010","S01002261","Secondary","93.87"
"2004-2005","S01002261","Secondary","93.83"
"2005-2006","S01002261","Secondary","93.83"
"2008-2009","S01002261","Secondary","93.62"
"2006-2007","S01002261","Secondary","93.37"
"2010-2011","S01002261","Secondary","93.63"
"2007-2008","S01002261","Secondary","93.97"
"2003-2004","S01002261","Secondary","93.74"
"2010-2011","S01002261","Primary","96.73"
"2008-2009","S01002261","Primary","96.86"
"2009-2010","S01002261","Primary","97.04"
"2003-2004","S01002261","Primary","95.5"
"2004-2005","S01002261","Primary","95.57"
"2005-2006","S01002261","Primary","95.57"
"2006-2007","S01002261","Primary","96.64"
"2007-2008","S01002261","Primary","97.01"
"2009-2010","S01002262","Secondary","92.16"
"2004-2005","S01002262","Secondary","94.01"
"2005-2006","S01002262","Secondary","94.01"
"2008-2009","S01002262","Secondary","92.56"
"2006-2007","S01002262","Secondary","94.72"
"2010-2011","S01002262","Secondary","91.41"
"2007-2008","S01002262","Secondary","94.03"
"2003-2004","S01002262","Secondary","92.94"
"2010-2011","S01002262","Primary","96.27"
"2008-2009","S01002262","Primary","96.73"
"2009-2010","S01002262","Primary","97.28"
"2003-2004","S01002262","Primary","99.96"
"2004-2005","S01002262","Primary","96.67"
"2005-2006","S01002262","Primary","96.67"
"2006-2007","S01002262","Primary","95.22"
"2007-2008","S01002262","Primary","96.89"
"2009-2010","S01002263","Secondary","94.81"
"2004-2005","S01002263","Secondary","95.12"
"2005-2006","S01002263","Secondary","95.12"
"2008-2009","S01002263","Secondary","93.85"
"2006-2007","S01002263","Secondary","96.86"
"2010-2011","S01002263","Secondary","95.54"
"2007-2008","S01002263","Secondary","96.53"
"2003-2004","S01002263","Secondary","95.82"
"2010-2011","S01002263","Primary","96.49"
"2008-2009","S01002263","Primary","96.43"
"2009-2010","S01002263","Primary","97.67"
"2003-2004","S01002263","Primary","98.19"
"2004-2005","S01002263","Primary","97.09"
"2005-2006","S01002263","Primary","97.09"
"2006-2007","S01002263","Primary","96.3"
"2007-2008","S01002263","Primary","96.54"
"2009-2010","S01002264","Secondary","92.99"
"2004-2005","S01002264","Secondary","89.88"
"2005-2006","S01002264","Secondary","89.88"
"2008-2009","S01002264","Secondary","93.6"
"2006-2007","S01002264","Secondary","92.59"
"2010-2011","S01002264","Secondary","92.14"
"2007-2008","S01002264","Secondary","93.68"
"2003-2004","S01002264","Secondary","94.37"
"2010-2011","S01002264","Primary","94.97"
"2008-2009","S01002264","Primary","95.78"
"2009-2010","S01002264","Primary","95.71"
"2003-2004","S01002264","Primary","96.28"
"2004-2005","S01002264","Primary","94.75"
"2005-2006","S01002264","Primary","94.75"
"2006-2007","S01002264","Primary","96.63"
"2007-2008","S01002264","Primary","95.92"
"2009-2010","S01002265","Secondary","87.91"
"2004-2005","S01002265","Secondary","88.39"
"2005-2006","S01002265","Secondary","88.39"
"2008-2009","S01002265","Secondary","88.2"
"2006-2007","S01002265","Secondary","90.39"
"2010-2011","S01002265","Secondary","88.09"
"2007-2008","S01002265","Secondary","86.35"
"2003-2004","S01002265","Secondary","86.84"
"2010-2011","S01002265","Primary","90.79"
"2008-2009","S01002265","Primary","92.4"
"2009-2010","S01002265","Primary","91.88"
"2003-2004","S01002265","Primary",94
"2004-2005","S01002265","Primary","92.54"
"2005-2006","S01002265","Primary","92.54"
"2006-2007","S01002265","Primary","92.9"
"2007-2008","S01002265","Primary","92.57"
"2009-2010","S01002266","Secondary","91.62"
"2004-2005","S01002266","Secondary","86.09"
"2005-2006","S01002266","Secondary","86.09"
"2008-2009","S01002266","Secondary","92.64"
"2006-2007","S01002266","Secondary","87.09"
"2010-2011","S01002266","Secondary","92.95"
"2007-2008","S01002266","Secondary","91.16"
"2003-2004","S01002266","Secondary","85.51"
"2010-2011","S01002266","Primary","92.72"
"2008-2009","S01002266","Primary","91.58"
"2009-2010","S01002266","Primary","92.66"
"2003-2004","S01002266","Primary","94.53"
"2004-2005","S01002266","Primary","95.19"
"2005-2006","S01002266","Primary","95.19"
"2006-2007","S01002266","Primary","94.98"
"2007-2008","S01002266","Primary","94.66"
"2009-2010","S01002267","Secondary","86.25"
"2004-2005","S01002267","Secondary","85.97"
"2005-2006","S01002267","Secondary","85.97"
"2008-2009","S01002267","Secondary","84.54"
"2006-2007","S01002267","Secondary","89.38"
"2010-2011","S01002267","Secondary","87.56"
"2007-2008","S01002267","Secondary","84.15"
"2003-2004","S01002267","Secondary","90.34"
"2010-2011","S01002267","Primary","91.12"
"2008-2009","S01002267","Primary","92.15"
"2009-2010","S01002267","Primary","92.28"
"2003-2004","S01002267","Primary","96.61"
"2004-2005","S01002267","Primary","95.75"
"2005-2006","S01002267","Primary","95.75"
"2006-2007","S01002267","Primary","94.67"
"2007-2008","S01002267","Primary","93.79"
"2009-2010","S01002268","Secondary","94.27"
"2004-2005","S01002268","Secondary","94.74"
"2005-2006","S01002268","Secondary","94.74"
"2008-2009","S01002268","Secondary","93.51"
"2006-2007","S01002268","Secondary","95.55"
"2010-2011","S01002268","Secondary","93.16"
"2007-2008","S01002268","Secondary","94.78"
"2003-2004","S01002268","Secondary","94.93"
"2010-2011","S01002268","Primary","96.38"
"2008-2009","S01002268","Primary","96.93"
"2009-2010","S01002268","Primary","96.96"
"2003-2004","S01002268","Primary","99.13"
"2004-2005","S01002268","Primary","97.02"
"2005-2006","S01002268","Primary","97.02"
"2006-2007","S01002268","Primary","97.25"
"2007-2008","S01002268","Primary","97.18"
"2009-2010","S01002269","Secondary","93.11"
"2004-2005","S01002269","Secondary","87.65"
"2005-2006","S01002269","Secondary","87.65"
"2008-2009","S01002269","Secondary","93.27"
"2006-2007","S01002269","Secondary","93.65"
"2010-2011","S01002269","Secondary","91.62"
"2007-2008","S01002269","Secondary","94.23"
"2003-2004","S01002269","Secondary","90.78"
"2010-2011","S01002269","Primary","96.33"
"2008-2009","S01002269","Primary","96.56"
"2009-2010","S01002269","Primary","96.5"
"2003-2004","S01002269","Primary","96.44"
"2004-2005","S01002269","Primary","96.2"
"2005-2006","S01002269","Primary","96.2"
"2006-2007","S01002269","Primary","96.26"
"2007-2008","S01002269","Primary","97.13"
"2009-2010","S01002270","Secondary","83.63"
"2004-2005","S01002270","Secondary","86.53"
"2005-2006","S01002270","Secondary","86.53"
"2008-2009","S01002270","Secondary","87.68"
"2006-2007","S01002270","Secondary","87.69"
"2010-2011","S01002270","Secondary","91.1"
"2007-2008","S01002270","Secondary","86.81"
"2003-2004","S01002270","Secondary","88.77"
"2010-2011","S01002270","Primary","91.79"
"2008-2009","S01002270","Primary","91.91"
"2009-2010","S01002270","Primary","92.15"
"2003-2004","S01002270","Primary","92.4"
"2004-2005","S01002270","Primary","93.72"
"2005-2006","S01002270","Primary","93.72"
"2006-2007","S01002270","Primary","94.03"
"2007-2008","S01002270","Primary","91.75"
"2009-2010","S01002271","Secondary","91.7"
"2004-2005","S01002271","Secondary","89.37"
"2005-2006","S01002271","Secondary","89.37"
"2008-2009","S01002271","Secondary","91.72"
"2006-2007","S01002271","Secondary",92
"2010-2011","S01002271","Secondary","92.35"
"2007-2008","S01002271","Secondary","89.39"
"2003-2004","S01002271","Secondary","91.14"
"2010-2011","S01002271","Primary","96.3"
"2008-2009","S01002271","Primary","96.97"
"2009-2010","S01002271","Primary","96.26"
"2003-2004","S01002271","Primary","96.61"
"2004-2005","S01002271","Primary","95.93"
"2005-2006","S01002271","Primary","95.93"
"2006-2007","S01002271","Primary","96.66"
"2007-2008","S01002271","Primary","96.9"
"2009-2010","S01002272","Secondary","93.08"
"2004-2005","S01002272","Secondary","95.08"
"2005-2006","S01002272","Secondary","95.08"
"2008-2009","S01002272","Secondary","93.28"
"2006-2007","S01002272","Secondary","94.63"
"2010-2011","S01002272","Secondary","92.62"
"2007-2008","S01002272","Secondary","94.61"
"2003-2004","S01002272","Secondary","95.8"
"2010-2011","S01002272","Primary","93.87"
"2008-2009","S01002272","Primary","95.1"
"2009-2010","S01002272","Primary","94.31"
"2003-2004","S01002272","Primary","97.27"
"2004-2005","S01002272","Primary","96.28"
"2005-2006","S01002272","Primary","96.28"
"2006-2007","S01002272","Primary","96.83"
"2007-2008","S01002272","Primary","95.98"
"2009-2010","S01002273","Secondary","87.64"
"2004-2005","S01002273","Secondary","88.24"
"2005-2006","S01002273","Secondary","88.24"
"2008-2009","S01002273","Secondary","84.34"
"2006-2007","S01002273","Secondary","88.85"
"2010-2011","S01002273","Secondary","88.08"
"2007-2008","S01002273","Secondary","90.27"
"2003-2004","S01002273","Secondary","87.26"
"2010-2011","S01002273","Primary","93.17"
"2008-2009","S01002273","Primary","94.19"
"2009-2010","S01002273","Primary","93.16"
"2003-2004","S01002273","Primary","92.1"
"2004-2005","S01002273","Primary","93.4"
"2005-2006","S01002273","Primary","93.4"
"2006-2007","S01002273","Primary","93.42"
"2007-2008","S01002273","Primary","93.16"
"2009-2010","S01002274","Secondary","92.64"
"2004-2005","S01002274","Secondary","87.86"
"2005-2006","S01002274","Secondary","87.86"
"2008-2009","S01002274","Secondary","90.48"
"2006-2007","S01002274","Secondary","82.66"
"2010-2011","S01002274","Secondary","89.75"
"2007-2008","S01002274","Secondary","86.34"
"2003-2004","S01002274","Secondary","89.7"
"2010-2011","S01002274","Primary","91.32"
"2008-2009","S01002274","Primary","93.06"
"2009-2010","S01002274","Primary","91.98"
"2003-2004","S01002274","Primary","93.83"
"2004-2005","S01002274","Primary","93.44"
"2005-2006","S01002274","Primary","93.44"
"2006-2007","S01002274","Primary","95.73"
"2007-2008","S01002274","Primary","94.1"
"2009-2010","S01002275","Secondary","88.32"
"2004-2005","S01002275","Secondary","90.84"
"2005-2006","S01002275","Secondary","90.84"
"2008-2009","S01002275","Secondary","88.99"
"2006-2007","S01002275","Secondary","90.64"
"2010-2011","S01002275","Secondary","87.88"
"2007-2008","S01002275","Secondary","88.76"
"2003-2004","S01002275","Secondary","88.71"
"2010-2011","S01002275","Primary","91.67"
"2008-2009","S01002275","Primary","91.6"
"2009-2010","S01002275","Primary","92.76"
"2003-2004","S01002275","Primary","93.89"
"2004-2005","S01002275","Primary","92.21"
"2005-2006","S01002275","Primary","92.21"
"2006-2007","S01002275","Primary","93.02"
"2007-2008","S01002275","Primary","91.58"
"2009-2010","S01002276","Secondary","96.37"
"2004-2005","S01002276","Secondary","95.21"
"2005-2006","S01002276","Secondary","95.21"
"2008-2009","S01002276","Secondary","95.7"
"2006-2007","S01002276","Secondary","95.76"
"2010-2011","S01002276","Secondary","95.49"
"2007-2008","S01002276","Secondary","95.39"
"2003-2004","S01002276","Secondary","95.38"
"2010-2011","S01002276","Primary","98.33"
"2008-2009","S01002276","Primary","97.39"
"2009-2010","S01002276","Primary","97.82"
"2003-2004","S01002276","Primary","97.89"
"2004-2005","S01002276","Primary","97.23"
"2005-2006","S01002276","Primary","97.23"
"2006-2007","S01002276","Primary","98.05"
"2007-2008","S01002276","Primary","97.61"
"2009-2010","S01002277","Secondary","85.14"
"2004-2005","S01002277","Secondary","82.65"
"2005-2006","S01002277","Secondary","82.65"
"2008-2009","S01002277","Secondary","86.07"
"2006-2007","S01002277","Secondary","87.51"
"2010-2011","S01002277","Secondary","86.55"
"2007-2008","S01002277","Secondary","87.84"
"2003-2004","S01002277","Secondary","85.29"
"2010-2011","S01002277","Primary","92.2"
"2008-2009","S01002277","Primary","92.76"
"2009-2010","S01002277","Primary","92.67"
"2003-2004","S01002277","Primary","93.77"
"2004-2005","S01002277","Primary","93.95"
"2005-2006","S01002277","Primary","93.95"
"2006-2007","S01002277","Primary","93.39"
"2007-2008","S01002277","Primary","92.75"
"2009-2010","S01002278","Secondary","90.02"
"2004-2005","S01002278","Secondary","83.6"
"2005-2006","S01002278","Secondary","83.6"
"2008-2009","S01002278","Secondary","85.2"
"2006-2007","S01002278","Secondary","86.06"
"2010-2011","S01002278","Secondary","87.81"
"2007-2008","S01002278","Secondary","85.35"
"2003-2004","S01002278","Secondary","86.4"
"2010-2011","S01002278","Primary","92.43"
"2008-2009","S01002278","Primary","91.79"
"2009-2010","S01002278","Primary","93.25"
"2003-2004","S01002278","Primary","93.82"
"2004-2005","S01002278","Primary","94.31"
"2005-2006","S01002278","Primary","94.31"
"2006-2007","S01002278","Primary","93.43"
"2007-2008","S01002278","Primary","92.61"
"2009-2010","S01002279","Secondary","85.51"
"2004-2005","S01002279","Secondary","85.15"
"2005-2006","S01002279","Secondary","85.15"
"2008-2009","S01002279","Secondary","85.04"
"2006-2007","S01002279","Secondary","85.1"
"2010-2011","S01002279","Secondary","84.5"
"2007-2008","S01002279","Secondary","83.64"
"2003-2004","S01002279","Secondary","86.09"
"2010-2011","S01002279","Primary","92.02"
"2008-2009","S01002279","Primary","91.97"
"2009-2010","S01002279","Primary","93.62"
"2003-2004","S01002279","Primary","92.84"
"2004-2005","S01002279","Primary","94.8"
"2005-2006","S01002279","Primary","94.8"
"2006-2007","S01002279","Primary","92.5"
"2007-2008","S01002279","Primary","92.69"
"2009-2010","S01002280","Secondary","92.89"
"2004-2005","S01002280","Secondary","91.86"
"2005-2006","S01002280","Secondary","91.86"
"2008-2009","S01002280","Secondary","90.62"
"2006-2007","S01002280","Secondary","92.44"
"2010-2011","S01002280","Secondary","94.94"
"2007-2008","S01002280","Secondary","91.01"
"2003-2004","S01002280","Secondary","92.71"
"2010-2011","S01002280","Primary","96.2"
"2008-2009","S01002280","Primary","96.4"
"2009-2010","S01002280","Primary","95.81"
"2003-2004","S01002280","Primary","95.82"
"2004-2005","S01002280","Primary","95.57"
"2005-2006","S01002280","Primary","95.57"
"2006-2007","S01002280","Primary","96.95"
"2007-2008","S01002280","Primary","97.04"
"2009-2010","S01002281","Secondary","87.05"
"2004-2005","S01002281","Secondary","87.75"
"2005-2006","S01002281","Secondary","87.75"
"2008-2009","S01002281","Secondary","85.01"
"2006-2007","S01002281","Secondary","89.95"
"2010-2011","S01002281","Secondary","87.4"
"2007-2008","S01002281","Secondary","83.14"
"2003-2004","S01002281","Secondary","85.26"
"2010-2011","S01002281","Primary","90.93"
"2008-2009","S01002281","Primary","93.91"
"2009-2010","S01002281","Primary","93.57"
"2003-2004","S01002281","Primary","93.68"
"2004-2005","S01002281","Primary","92.8"
"2005-2006","S01002281","Primary","92.8"
"2006-2007","S01002281","Primary","94.21"
"2007-2008","S01002281","Primary","93.66"
"2009-2010","S01002282","Secondary","88.04"
"2004-2005","S01002282","Secondary","79.25"
"2005-2006","S01002282","Secondary","79.25"
"2008-2009","S01002282","Secondary","81.41"
"2006-2007","S01002282","Secondary","76.05"
"2010-2011","S01002282","Secondary","82.21"
"2007-2008","S01002282","Secondary",82
"2003-2004","S01002282","Secondary","79.44"
"2010-2011","S01002282","Primary","89.81"
"2008-2009","S01002282","Primary","88.98"
"2009-2010","S01002282","Primary","90.51"
"2003-2004","S01002282","Primary","89.64"
"2004-2005","S01002282","Primary","87.89"
"2005-2006","S01002282","Primary","87.89"
"2006-2007","S01002282","Primary","90.72"
"2007-2008","S01002282","Primary","90.7"
"2009-2010","S01002283","Secondary","94.34"
"2004-2005","S01002283","Secondary","93.19"
"2005-2006","S01002283","Secondary","93.19"
"2008-2009","S01002283","Secondary","92.72"
"2006-2007","S01002283","Secondary","92.72"
"2010-2011","S01002283","Secondary","92.9"
"2007-2008","S01002283","Secondary","90.33"
"2003-2004","S01002283","Secondary","94.07"
"2010-2011","S01002283","Primary","94.94"
"2008-2009","S01002283","Primary","96.11"
"2009-2010","S01002283","Primary","95.11"
"2003-2004","S01002283","Primary","97.67"
"2004-2005","S01002283","Primary","97.22"
"2005-2006","S01002283","Primary","97.22"
"2006-2007","S01002283","Primary","97.97"
"2007-2008","S01002283","Primary","96.89"
"2009-2010","S01002284","Secondary","91.07"
"2004-2005","S01002284","Secondary","88.89"
"2005-2006","S01002284","Secondary","88.89"
"2008-2009","S01002284","Secondary","90.03"
"2006-2007","S01002284","Secondary","92.25"
"2010-2011","S01002284","Secondary","89.82"
"2007-2008","S01002284","Secondary","91.16"
"2003-2004","S01002284","Secondary","88.92"
"2010-2011","S01002284","Primary","92.31"
"2008-2009","S01002284","Primary","94.35"
"2009-2010","S01002284","Primary","93.81"
"2003-2004","S01002284","Primary","96.48"
"2004-2005","S01002284","Primary","94.98"
"2005-2006","S01002284","Primary","94.98"
"2006-2007","S01002284","Primary","95.87"
"2007-2008","S01002284","Primary","94.51"
"2009-2010","S01002285","Secondary","81.21"
"2004-2005","S01002285","Secondary","84.96"
"2005-2006","S01002285","Secondary","84.96"
"2008-2009","S01002285","Secondary","88.26"
"2006-2007","S01002285","Secondary","84.2"
"2010-2011","S01002285","Secondary","86.45"
"2007-2008","S01002285","Secondary","82.49"
"2003-2004","S01002285","Secondary","84.76"
"2010-2011","S01002285","Primary","91.69"
"2008-2009","S01002285","Primary","91.39"
"2009-2010","S01002285","Primary","93.67"
"2003-2004","S01002285","Primary","90.91"
"2004-2005","S01002285","Primary","90.96"
"2005-2006","S01002285","Primary","90.96"
"2006-2007","S01002285","Primary","92.44"
"2007-2008","S01002285","Primary",92
"2009-2010","S01002286","Secondary","94.23"
"2004-2005","S01002286","Secondary","87.86"
"2005-2006","S01002286","Secondary","87.86"
"2008-2009","S01002286","Secondary","86.56"
"2006-2007","S01002286","Secondary","87.98"
"2010-2011","S01002286","Secondary","92.63"
"2007-2008","S01002286","Secondary","88.66"
"2003-2004","S01002286","Secondary","92.53"
"2010-2011","S01002286","Primary","95.55"
"2008-2009","S01002286","Primary","97.31"
"2009-2010","S01002286","Primary","97.21"
"2003-2004","S01002286","Primary","94.31"
"2004-2005","S01002286","Primary","95.89"
"2005-2006","S01002286","Primary","95.89"
"2006-2007","S01002286","Primary","96.11"
"2007-2008","S01002286","Primary","96.55"
"2009-2010","S01002287","Secondary","91.34"
"2004-2005","S01002287","Secondary","88.95"
"2005-2006","S01002287","Secondary","88.95"
"2008-2009","S01002287","Secondary","81.66"
"2006-2007","S01002287","Secondary","89.6"
"2010-2011","S01002287","Secondary","85.57"
"2007-2008","S01002287","Secondary","86.84"
"2003-2004","S01002287","Secondary","86.56"
"2010-2011","S01002287","Primary","97.24"
"2008-2009","S01002287","Primary","92.57"
"2009-2010","S01002287","Primary","94.47"
"2003-2004","S01002287","Primary","97.99"
"2004-2005","S01002287","Primary","96.69"
"2005-2006","S01002287","Primary","96.69"
"2006-2007","S01002287","Primary","97.68"
"2007-2008","S01002287","Primary","95.75"
"2009-2010","S01002288","Secondary","83.49"
"2004-2005","S01002288","Secondary","90.81"
"2005-2006","S01002288","Secondary","90.81"
"2008-2009","S01002288","Secondary","86.43"
"2006-2007","S01002288","Secondary","86.05"
"2010-2011","S01002288","Secondary","89.41"
"2007-2008","S01002288","Secondary","86.9"
"2003-2004","S01002288","Secondary","93.41"
"2010-2011","S01002288","Primary","92.19"
"2008-2009","S01002288","Primary","94.21"
"2009-2010","S01002288","Primary","93.39"
"2003-2004","S01002288","Primary","94.94"
"2004-2005","S01002288","Primary","94.88"
"2005-2006","S01002288","Primary","94.88"
"2006-2007","S01002288","Primary","93.33"
"2007-2008","S01002288","Primary","94.67"
"2009-2010","S01002289","Secondary","87.94"
"2004-2005","S01002289","Secondary","86.13"
"2005-2006","S01002289","Secondary","86.13"
"2008-2009","S01002289","Secondary","88.9"
"2006-2007","S01002289","Secondary","87.09"
"2010-2011","S01002289","Secondary","85.23"
"2007-2008","S01002289","Secondary","93.13"
"2003-2004","S01002289","Secondary","86.91"
"2010-2011","S01002289","Primary","90.79"
"2008-2009","S01002289","Primary","90.56"
"2009-2010","S01002289","Primary","90.97"
"2003-2004","S01002289","Primary","91.92"
"2004-2005","S01002289","Primary","90.54"
"2005-2006","S01002289","Primary","90.54"
"2006-2007","S01002289","Primary","93.23"
"2007-2008","S01002289","Primary","93.32"
"2009-2010","S01002290","Secondary","80.83"
"2004-2005","S01002290","Secondary","83.43"
"2005-2006","S01002290","Secondary","83.43"
"2008-2009","S01002290","Secondary","85.79"
"2006-2007","S01002290","Secondary","85.96"
"2010-2011","S01002290","Secondary","81.59"
"2007-2008","S01002290","Secondary","86.28"
"2003-2004","S01002290","Secondary","79.3"
"2010-2011","S01002290","Primary","89.31"
"2008-2009","S01002290","Primary","91.11"
"2009-2010","S01002290","Primary","91.35"
"2003-2004","S01002290","Primary","92.2"
"2004-2005","S01002290","Primary","90.27"
"2005-2006","S01002290","Primary","90.27"
"2006-2007","S01002290","Primary","92.56"
"2007-2008","S01002290","Primary","90.49"
"2009-2010","S01002291","Secondary","84.14"
"2004-2005","S01002291","Secondary","81.08"
"2005-2006","S01002291","Secondary","81.08"
"2008-2009","S01002291","Secondary","88.48"
"2006-2007","S01002291","Secondary","86.86"
"2010-2011","S01002291","Secondary","80.12"
"2007-2008","S01002291","Secondary","88.72"
"2003-2004","S01002291","Secondary","85.76"
"2010-2011","S01002291","Primary","90.71"
"2008-2009","S01002291","Primary","93.7"
"2009-2010","S01002291","Primary","92.9"
"2003-2004","S01002291","Primary","91.72"
"2004-2005","S01002291","Primary","91.86"
"2005-2006","S01002291","Primary","91.86"
"2006-2007","S01002291","Primary","93.84"
"2007-2008","S01002291","Primary","91.69"
"2009-2010","S01002292","Secondary","88.38"
"2004-2005","S01002292","Secondary","88.9"
"2005-2006","S01002292","Secondary","88.9"
"2008-2009","S01002292","Secondary","88.15"
"2006-2007","S01002292","Secondary","87.98"
"2010-2011","S01002292","Secondary","89.77"
"2007-2008","S01002292","Secondary","87.31"
"2003-2004","S01002292","Secondary","87.57"
"2010-2011","S01002292","Primary","93.75"
"2008-2009","S01002292","Primary","92.53"
"2009-2010","S01002292","Primary","94.25"
"2003-2004","S01002292","Primary","94.16"
"2004-2005","S01002292","Primary","94.02"
"2005-2006","S01002292","Primary","94.02"
"2006-2007","S01002292","Primary","94.1"
"2007-2008","S01002292","Primary","93.8"
"2009-2010","S01002293","Secondary","92.66"
"2004-2005","S01002293","Secondary","89.44"
"2005-2006","S01002293","Secondary","89.44"
"2008-2009","S01002293","Secondary","92.89"
"2006-2007","S01002293","Secondary","90.66"
"2010-2011","S01002293","Secondary","92.49"
"2007-2008","S01002293","Secondary","92.71"
"2003-2004","S01002293","Secondary","92.08"
"2010-2011","S01002293","Primary","92.45"
"2008-2009","S01002293","Primary","93.58"
"2009-2010","S01002293","Primary","94.74"
"2003-2004","S01002293","Primary","94.57"
"2004-2005","S01002293","Primary","92.6"
"2005-2006","S01002293","Primary","92.6"
"2006-2007","S01002293","Primary","94.7"
"2007-2008","S01002293","Primary","94.95"
"2009-2010","S01002294","Secondary","93.87"
"2004-2005","S01002294","Secondary","94.66"
"2005-2006","S01002294","Secondary","94.66"
"2008-2009","S01002294","Secondary","95.31"
"2006-2007","S01002294","Secondary","95.99"
